handle,title,vendor,formattedcode,formattedcodeunique,gram,qty,price,archived,archivedon,addedon,lastfetcheddate
grey-clouds32,Absolute Appeal Grey Clouds,mohawkflooring,Absolute Appeal Grey Clouds,mohawkflooring-Absolute Appeal Grey Clouds,0,0,0,,,,
riverstone31,Absolute Appeal Riverstone,mohawkflooring,Absolute Appeal Riverstone,mohawkflooring-Absolute Appeal Riverstone,0,0,0,,,,
brown-suede30,Absolute Appeal Brown Suede,mohawkflooring,Absolute Appeal Brown Suede,mohawkflooring-Absolute Appeal Brown Suede,0,0,0,,,,
castle-beige29,Absolute Appeal Castle Beige,mohawkflooring,Absolute Appeal Castle Beige,mohawkflooring-Absolute Appeal Castle Beige,0,0,0,,,,
sage-brush28,Absolute Appeal Sage Brush,mohawkflooring,Absolute Appeal Sage Brush,mohawkflooring-Absolute Appeal Sage Brush,0,0,0,,,,
irish-cream27,Absolute Appeal Irish Cream,mohawkflooring,Absolute Appeal Irish Cream,mohawkflooring-Absolute Appeal Irish Cream,0,0,0,,,,
peppercorn26,Absolute Appeal Peppercorn,mohawkflooring,Absolute Appeal Peppercorn,mohawkflooring-Absolute Appeal Peppercorn,0,0,0,,,,
rain-barrel25,Absolute Appeal Rain Barrel,mohawkflooring,Absolute Appeal Rain Barrel,mohawkflooring-Absolute Appeal Rain Barrel,0,0,0,,,,
warm-wheat24,Absolute Appeal Warm Wheat,mohawkflooring,Absolute Appeal Warm Wheat,mohawkflooring-Absolute Appeal Warm Wheat,0,0,0,,,,
golden-copper23,Absolute Appeal Golden Copper,mohawkflooring,Absolute Appeal Golden Copper,mohawkflooring-Absolute Appeal Golden Copper,0,0,0,,,,
sunkissed-brown22,Absolute Appeal Sunkissed Brown,mohawkflooring,Absolute Appeal Sunkissed Brown,mohawkflooring-Absolute Appeal Sunkissed Brown,0,0,0,,,,
blonde-hilights21,Absolute Appeal Blonde Hilights,mohawkflooring,Absolute Appeal Blonde Hilights,mohawkflooring-Absolute Appeal Blonde Hilights,0,0,0,,,,
honey-butter20,Absolute Appeal Honey Butter,mohawkflooring,Absolute Appeal Honey Butter,mohawkflooring-Absolute Appeal Honey Butter,0,0,0,,,,
sand-pebble19,Absolute Appeal Sand Pebble,mohawkflooring,Absolute Appeal Sand Pebble,mohawkflooring-Absolute Appeal Sand Pebble,0,0,0,,,,
cayenne-pepper18,Absolute Appeal Cayenne Pepper,mohawkflooring,Absolute Appeal Cayenne Pepper,mohawkflooring-Absolute Appeal Cayenne Pepper,0,0,0,,,,
warm-linen17,Absolute Appeal Warm Linen,mohawkflooring,Absolute Appeal Warm Linen,mohawkflooring-Absolute Appeal Warm Linen,0,0,0,,,,
classic-diamond16,Absolute Appeal Classic Diamond,mohawkflooring,Absolute Appeal Classic Diamond,mohawkflooring-Absolute Appeal Classic Diamond,0,0,0,,,,
creme-soda15,Absolute Appeal Creme Soda,mohawkflooring,Absolute Appeal Creme Soda,mohawkflooring-Absolute Appeal Creme Soda,0,0,0,,,,
cambria14,Defined Beauty Cambria,mohawkflooring,Defined Beauty Cambria,mohawkflooring-Defined Beauty Cambria,0,0,0,,,,
mendocino13,Defined Beauty Mendocino,mohawkflooring,Defined Beauty Mendocino,mohawkflooring-Defined Beauty Mendocino,0,0,0,,,,
big-sur12,Defined Beauty Big Sur,mohawkflooring,Defined Beauty Big Sur,mohawkflooring-Defined Beauty Big Sur,0,0,0,,,,
chocolate-curls11,Defined Beauty Chocolate Curls,mohawkflooring,Defined Beauty Chocolate Curls,mohawkflooring-Defined Beauty Chocolate Curls,0,0,0,,,,
stone-forest10,Defined Beauty Stone Forest,mohawkflooring,Defined Beauty Stone Forest,mohawkflooring-Defined Beauty Stone Forest,0,0,0,,,,
crema9,Defined Beauty Crema,mohawkflooring,Defined Beauty Crema,mohawkflooring-Defined Beauty Crema,0,0,0,,,,
triple-ale8,Defined Beauty Triple Ale,mohawkflooring,Defined Beauty Triple Ale,mohawkflooring-Defined Beauty Triple Ale,0,0,0,,,,
marzipan7,Defined Beauty Marzipan,mohawkflooring,Defined Beauty Marzipan,mohawkflooring-Defined Beauty Marzipan,0,0,0,,,,
coronado6,Defined Beauty Coronado,mohawkflooring,Defined Beauty Coronado,mohawkflooring-Defined Beauty Coronado,0,0,0,,,,
sonoma5,Defined Beauty Sonoma,mohawkflooring,Defined Beauty Sonoma,mohawkflooring-Defined Beauty Sonoma,0,0,0,,,,
ancorage4,Defined Beauty Ancorage,mohawkflooring,Defined Beauty Ancorage,mohawkflooring-Defined Beauty Ancorage,0,0,0,,,,
mixtress3,Defined Beauty Mixtress,mohawkflooring,Defined Beauty Mixtress,mohawkflooring-Defined Beauty Mixtress,0,0,0,,,,
chantily2,Defined Beauty Chantily,mohawkflooring,Defined Beauty Chantily,mohawkflooring-Defined Beauty Chantily,0,0,0,,,,
tilamook1,Defined Beauty Tilamook,mohawkflooring,Defined Beauty Tilamook,mohawkflooring-Defined Beauty Tilamook,0,0,0,,,,
stair-nose-hardwood-hickory-castle-rg-2-royal-78,Stair nose Hardwood Hickory castle RG-2 Royal 7 8 long,lawsonfloors,RG-2 R,lawsonfloors-RG-2 R,27215.5422,10000,89,,,,
hickory-summer-sh884-dream,Laminate HICKORY SUMMER SH884 DREAM,lawsonfloors,SH884 DREAM,lawsonfloors-SH884 DREAM,22679.6185,10000,52.68,,,,
hickory-spring-sh881-dream,Laminate HICKORY SPRING SH881 DREAM,lawsonfloors,SH881 DREAM,lawsonfloors-SH881 DREAM,22679.6185,10000,52.68,,,,
ls190-heritage,Laminate LS190 HERITAGE,lawsonfloors,LS190 HERITAGE,lawsonfloors-LS190 HERITAGE,22679.6185,10000,46.27,,,,
ls188-heritage,Laminate LS188 HERITAGE,lawsonfloors,LS188 HERITAGE,lawsonfloors-LS188 HERITAGE,22679.6185,10000,46.27,,,,
ls186-heritage,Laminate LS186 HERITAGE,lawsonfloors,LS186 HERITAGE,lawsonfloors-LS186 HERITAGE,22679.6185,10000,46.27,,,,
maple-rum-ch502-lonestar,MAPLE RUM CH502 LONESTAR,lawsonfloors,CH502 LONESTAR,lawsonfloors-CH502 LONESTAR,22679.6185,10000,50.52,,,,
houston-sh2509-lonestar,Laminate HOUSTON SH2509 LONESTAR,lawsonfloors,SH2509 LONESTAR,lawsonfloors-SH2509 LONESTAR,22679.6185,0,50.52,,,,
dallas-sh2504-lonestar,Laminate DALLAS SH2504 LONESTAR,lawsonfloors,SH2504 LONESTAR,lawsonfloors-SH2504 LONESTAR,22679.6185,10000,50.52,,,,
austin-sh2503-lonestar,Laminate AUSTIN SH2503 LONESTAR,lawsonfloors,SH2503 LONESTAR,lawsonfloors-SH2503 LONESTAR,22679.6185,10000,50.52,,,,
maple-ginger-dz3804-divine,Laminate MAPLE GINGER DZ3804 DIVINE,lawsonfloors,DZ3804 DIVINE,lawsonfloors-DZ3804 DIVINE,22679.6185,10000,41.54,,,,
maple-spice-dz3803-divine,MAPLE SPICE DZ3803 DIVINE,lawsonfloors,DZ3803 DIVINE,lawsonfloors-DZ3803 DIVINE,22679.6185,10000,41.54,,,,
acacia-malibu-dz3105-divine,Laminate ACACIA MALIBU DZ3105 DIVINE,lawsonfloors,DZ3105 DIVINE,lawsonfloors-DZ3105 DIVINE,22679.6185,0,47.28,,,,
acacia-laguna-dz3104-divine,Laminate ACACIA LAGUNA DZ3104 DIVINE,lawsonfloors,DZ3104 DIVINE,lawsonfloors-DZ3104 DIVINE,22679.6185,10000,47.28,,,,
acacia-covina-dz3101-divine,Laminate ACACIA COVINA DZ3101 DIVINE,lawsonfloors,DZ3101 DIVINE,lawsonfloors-DZ3101 DIVINE,22679.6185,10000,47.28,,,,
bricky-rr3888-river-ranch,Laminate BRICKY RR3888 RIVER RANCH,lawsonfloors,RR3888 RIVER,lawsonfloors-RR3888 RIVER,22679.6185,9975,44.68,,,,
foggy-rr3885-river-ranch,Laminate FOGGY RR3885 RIVER RANCH,lawsonfloors,RR3885 RIVER,lawsonfloors-RR3885 RIVER,22679.6185,10000,44.68,,,,
minky-rr3881-river-ranch,MINKY RR3881 RIVER RANCH,lawsonfloors,RR3881 RIVER,lawsonfloors-RR3881 RIVER,22679.6185,10000,44.68,,,,
buckeye-rr3117-river-ranch,Laminate BUCKEYE RR3117 RIVER RANCH,lawsonfloors,RR3117 RIVER,lawsonfloors-RR3117 RIVER,22679.6185,10000,44.68,,,,
tabacoo-rr3116-river-ranch,TABACOO RR3116 RIVER RANCH,lawsonfloors,RR3116 RIVER,lawsonfloors-RR3116 RIVER,22679.6185,10000,44.68,,,,
fireside-rr3115-river-ranch,Laminate FIRESIDE RR3115 RIVER RANCH,lawsonfloors,RR3115 RIVER,lawsonfloors-RR3115 RIVER,22679.6185,10000,44.68,,,,
eagle-s-eye-cp988-crown-premium,Laminate EAGLEâ€™S EYE CP988 CROWN PREMIUM,lawsonfloors,CP988 CROWN,lawsonfloors-CP988 CROWN,22679.6185,10000,51.6,,,,
citrine-cp-825-crown-premium,Laminate CITRINE CP-825 CROWN PREMIUM,lawsonfloors,CP-825 CROWN,lawsonfloors-CP-825 CROWN,22679.6185,10000,49.02,,,,
peridot-cp-822-crown-premium,PERIDOT CP-822 CROWN PREMIUM,lawsonfloors,CP-822 CROWN,lawsonfloors-CP-822 CROWN,22679.6185,10000,49.02,,,,
smoky-quartz-cp-605-crown-premium,SMOKY QUARTZ CP-605 CROWN PREMIUM,lawsonfloors,CP-605 CROWN,lawsonfloors-CP-605 CROWN,22679.6185,10000,36.98,,,,
aquamarine-cp-604-crown-premium,Laminate AQUAMARINE CP-604 CROWN PREMIUM,lawsonfloors,CP-604 CROWN,lawsonfloors-CP-604 CROWN,22679.6185,10000,36.98,,,,
colorado-topaz-cp-601-crown-premium,Laminate COLORADO TOPAZ CP-601 CROWN PREMIUM,lawsonfloors,CP-601 CROWN,lawsonfloors-CP-601 CROWN,22679.6185,10000,36.98,,,,
onyx-pearl-cp-507-crown-premium,ONYX PEARL CP-507 CROWN PREMIUM,lawsonfloors,CP-507 CROWN,lawsonfloors-CP-507 CROWN,22679.6185,10000,51.6,,,,
golden-pearl-cp-504-crown-premium,Laminate GOLDEN PEARL CP-504 CROWN PREMIUM,lawsonfloors,CP-504 CROWN,lawsonfloors-CP-504 CROWN,22679.6185,10000,51.6,,,,
sapphire-cp-407-crown-premium,SAPPHIRE CP-407 CROWN PREMIUM,lawsonfloors,CP-407 CROWN,lawsonfloors-CP-407 CROWN,22679.6185,10000,52.82,,,,
blood-stone-cp-406-crown-premium,Laminate BLOOD STONE CP-406 CROWN PREMIUM,lawsonfloors,CP-406 CROWN,lawsonfloors-CP-406 CROWN,22679.6185,10000,52.82,,,,
hematite-cp-305-crown-premium,Laminate HEMATITE CP-305 CROWN PREMIUM,lawsonfloors,CP-305 CROWN,lawsonfloors-CP-305 CROWN,22679.6185,10000,54.13,,,,
garnet-cp-303-crown-premium,Laminate GARNET CP-303 CROWN PREMIUM,lawsonfloors,CP-303 CROWN,lawsonfloors-CP-303 CROWN,22679.6185,10000,54.13,,,,
hickory-villa-rg-3-royal,Hardwood HICKORY VILLA RG-3 ROYAL,lawsonfloors,RG-3 ROYAL,lawsonfloors-RG-3 ROYAL,0,0,0,,,,
hickory-castle-rg-2-royal,Hardwood HICKORY CASTLE RG-2 ROYAL,lawsonfloors,RG-2 ROYAL,lawsonfloors-RG-2 ROYAL,22679.6185,100000,106.45,,,,
hickory-manor-rg-1-royal,Hardwood HICKORY MANOR RG-1 ROYAL,lawsonfloors,RG-1 ROYAL,lawsonfloors-RG-1 ROYAL,0,0,0,,,,
naples-va-3-acacia-italian,NAPLES VA-3 ACACIA ITALIAN,lawsonfloors,VA-3 ACACIA,lawsonfloors-VA-3 ACACIA,0,0,0,,,,
sicily-va-2-acacia-italian,SICILY VA-2 ACACIA ITALIAN,lawsonfloors,VA-2 ACACIA,lawsonfloors-VA-2 ACACIA,0,0,0,,,,
hs-779-hermosa,Laminate HS-779 HERMOSA,lawsonfloors,HS-779 HERMOSA,lawsonfloors-HS-779 HERMOSA,22679.6185,10000,50.52,,,,
hs-777-hermosa,Laminate HS-777 HERMOSA,lawsonfloors,HS-777 HERMOSA,lawsonfloors-HS-777 HERMOSA,22679.6185,10000,50.52,,,,
hs-774-hermosa,Laminate HS-774 HERMOSA,lawsonfloors,HS-774 HERMOSA,lawsonfloors-HS-774 HERMOSA,22679.6185,10000,50.52,,,,
brown-vah-003-vintage,Hardwood BROWN VAH-003 VINTAGE,lawsonfloors,VAH-003 VINTAGE,lawsonfloors-VAH-003 VINTAGE,0,0,0,,,,
golden-vah-002-vintage,Hardwood GOLDEN VAH-002 VINTAGE,lawsonfloors,VAH-002 VINTAGE,lawsonfloors-VAH-002 VINTAGE,0,0,0,,,,
gray-vah-001-vintage,hardwood GRAY VAH-001 VINTAGE,lawsonfloors,VAH-001 VINTAGE,lawsonfloors-VAH-001 VINTAGE,0,0,0,,,,
tlh-304-texas-living,Hardwood TLH-304 TEXAS LIVING,lawsonfloors,TLH-304 TEXAS,lawsonfloors-TLH-304 TEXAS,0,0,0,,,,
tlh-302-texas-living,Hardwood TLH-302 TEXAS LIVING,lawsonfloors,TLH-302 TEXAS,lawsonfloors-TLH-302 TEXAS,0,0,0,,,,
tlh-301-texas-living,Hardwood TLH-301 TEXAS LIVING,lawsonfloors,TLH-301 TEXAS,lawsonfloors-TLH-301 TEXAS,0,0,0,,,,
plato-scl714-legends-collection-spc-flooring,PLATO SCL714 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SCL714 LEGENDS,lawsonfloors-SCL714 LEGENDS,22679.6185,10000,89.61,,,,
galileo-scl713-legends-collection-spc-flooring,Vinyl GALILEO SCL713 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SCL713 LEGENDS,lawsonfloors-SCL713 LEGENDS,22679.6185,10000,89.61,,,,
churchill-scl712-legends-collection-spc-flooring,Vinyl CHURCHILL SCL712 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SCL712 LEGENDS,lawsonfloors-SCL712 LEGENDS,22679.6185,10000,89.61,,,,
theresa-scl307-legends-collection-spc-flooring,Vinyl THERESA SCL307 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SCL307 LEGENDS,lawsonfloors-SCL307 LEGENDS,22679.6185,10000,89.61,,,,
presley-scl306-legends-collection-spc-flooring,PRESLEY SCL306 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SCL306 LEGENDS,lawsonfloors-SCL306 LEGENDS,22679.6185,10000,89.61,,,,
picasso-scl305-legends-collection-spc-flooring,PICASSO SCL305 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SCL305 LEGENDS,lawsonfloors-SCL305 LEGENDS,22679.6185,10000,89.61,,,,
homer-scl304-legends-collection-spc-flooring,Vinyl HOMER SCL304 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SCL304 LEGENDS,lawsonfloors-SCL304 LEGENDS,22679.6185,10000,89.61,,,,
winfrey-sc526-legends-collection-spc-flooring,Vinyl WINFREY SC526 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SC526 LEGENDS,lawsonfloors-SC526 LEGENDS,22679.6185,10000,71.07,,,,
sutton-sc524-legends-collection-spc-flooring,SUTTON SC524 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SC524 LEGENDS,lawsonfloors-SC524 LEGENDS,22679.6185,10000,71.07,,,,
earhart-sc520-legends-collection-spc-flooring,Vinyl EARHART SC520 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SC520 LEGENDS,lawsonfloors-SC520 LEGENDS,22679.6185,10000,71.07,,,,
ghandi-sc302-legends-collection-spc-flooring,Vinyl GHANDI SC302 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SC302 LEGENDS,lawsonfloors-SC302 LEGENDS,22679.6185,10000,86.52,,,,
ali-sc301-legends-collection-spc-flooring,Vinyl ALI SC301 LEGENDS COLLECTION â€“ SPC FLOORING,lawsonfloors,SC301 LEGENDS,lawsonfloors-SC301 LEGENDS,22679.6185,10000,86.52,,,,
tubman-pcn918-legends-collection-ii-spc-flooring,Vinyl TUBMAN PCN918 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PCN918 LEGENDS,lawsonfloors-PCN918 LEGENDS,22679.6185,10000,73.5,,,,
parks-pcn911-legends-collection-ii-spc-flooring,PARKS PCN911 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PCN911 LEGENDS,lawsonfloors-PCN911 LEGENDS,22679.6185,10000,70.67,,,,
monroe-pcn891-legends-collection-ii-spc-flooring,MONROE PCN891 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PCN891 LEGENDS,lawsonfloors-PCN891 LEGENDS,22679.6185,10000,73.78,,,,
leia-pcn012-legends-collection-ii-spc-flooring,Vinyl LEIA PCN012 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PCN012 LEGENDS,lawsonfloors-PCN012 LEGENDS,22679.6185,9970,67.88,,,,
lauder-pcn006-legends-collection-ii-spc-flooring,Vinyl LAUDER PCN006 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PCN006 LEGENDS,lawsonfloors-PCN006 LEGENDS,22679.6185,10000,67.88,,,,
keller-pc940-legends-collection-ii-spc-flooring,Vinyl KELLER PC940 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PC940 LEGENDS,lawsonfloors-PC940 LEGENDS,22679.6185,10000,70.67,,,,
cpc936-legends-collection-ii-spc-flooring,Vinyl Holiday PC936 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PC936 LEGENDS,lawsonfloors-PC936 LEGENDS,22679.6185,10000,70.67,,,,
franklin-pc933-legends-collection-ii-spc-flooring,Vinyl Franklin PC933 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PC933 LEGENDS,lawsonfloors-PC933 LEGENDS,22679.6185,10000,70.67,,,,
dickinson-pc910-legends-collection-ii-spc-flooring,Vinyl DICKINSON PC910 LEGENDS COLLECTION II â€“ SPC FLOORING,lawsonfloors,PC910 LEGENDS,lawsonfloors-PC910 LEGENDS,22679.6185,10000,70.67,,,,
curie-pc909-legends-collection-ii-spc,Vinyl Curie PC909 LEGENDS COLLECTION II â€“ SPC,lawsonfloors,PC909 LEGENDS,lawsonfloors-PC909 LEGENDS,22679.6185,10000,70.67,,,,
barton-pc816-legends-collection-ii-spc,Vinyl BARTON PC816 LEGENDS COLLECTION II - SPC,lawsonfloors,PC816 LEGENDS,lawsonfloors-PC816 LEGENDS,22679.6185,10000,70.67,,,,
pc811-arc-legends-collection-ii,Vinyl Arc PC811 LEGENDS COLLECTION II - SPC,lawsonfloors,PC811 LEGENDS,lawsonfloors-PC811 LEGENDS,22679.6185,10000,70.67,,,,
topaz-lagoon103,Vinyl Topaz-Lagoon Riverstone SPC5TL7,lwflooring,SPC5TL7,lwflooring-SPC5TL7,29483.50405,10000,81.39,,,,
sapphire-wave101,Vinyl Sapphire-Wave Riverstone SPC5PD7,lwflooring,SPC5PD7,lwflooring-SPC5PD7,29483.50405,10000,81.39,,,,
opal-stream100,Vinyl Opal-Stream Riverstone SPC5OS7,lwflooring,SPC5OS7,lwflooring-SPC5OS7,27215.5422,10000,81.56,,,,
moonstone-creek99,Vinyl Moonstone-Creek Riverstone SPC5MC7,lwflooring,SPC5MC7,lwflooring-SPC5MC7,27215.5422,10000,81.56,,,,
garnet-bay98,Vinyl Garnet-Bay Riverstone SPC5GB7,lwflooring,SPC5GB7,lwflooring-SPC5GB7,29483.50405,10000,83.72,,,,
diamond-reef97,Vinyl Diamond-Reef Riverstone SPC5DR7,lwflooring,SPC5DR7,lwflooring-SPC5DR7,27215.5422,10000,81.56,,,,
citrine-oasis96,Vinyl Citrine-Oasis Riverstone SPC5CO7,lwflooring,SPC5CO7,lwflooring-SPC5CO7,29483.50405,10000,81.39,,,,
amethyst-cove95,Vinyl Amethyst-Cove Riverstone SPC5AC7,lwflooring,SPC5AC7,lwflooring-SPC5AC7,22679.6185,10000,83.9,,,,
amber-tide94,Vinyl Amber-Tide Riverstone SPC5AT7,lwflooring,SPC5AT7,lwflooring-SPC5AT7,22679.6185,10000,81.39,,,,
wisteria93,Vinyl Wisteria Riverside EVP7WS9,lwflooring,EVP7WS9,lwflooring-EVP7WS9,23586.80324,10000,130.69,,,,
wildrose92,Vinyl Wildrose Riverside EVP7WI9,lwflooring,EVP7WI9,lwflooring-EVP7WI9,23586.80324,10000,130.69,,,,
thistle91,Vinyl Thistle Riverside EVP7TH9,lwflooring,EVP7TH9,lwflooring-EVP7TH9,23586.80324,10000,122.64,,,,
sweetspire90,Vinyl Sweetspire Riverside EVP7SW9,lwflooring,EVP7SW9,lwflooring-EVP7SW9,23586.80324,10000,122.64,,,,
papyrus89,Vinyl Papyrus Riverside EVP7PP9,lwflooring,EVP7PP9,lwflooring-EVP7PP9,23586.80324,10000,122.64,,,,
palmetto88,Vinyl Palmetto Riverside EVP7PA9,lwflooring,EVP7PA9,lwflooring-EVP7PA9,23586.80324,10000,122.64,,,,
marigold87,Vinyl Marigold Riverside EVP7MA9,lwflooring,EVP7MA9,lwflooring-EVP7MA9,22679.6185,10000,122.64,,,,
lotus86,Vinyl Lotus Riverside EVP7LO9,lwflooring,EVP7LO9,lwflooring-EVP7LO9,23586.80324,10000,130.69,,,,
iris85,Vinyl Iris Riverside EVP7IR9,lwflooring,EVP7IR9,lwflooring-EVP7IR9,23586.80324,10000,130.69,,,,
hawthorn84,Vinyl Hawthorn Riverside EVP7HA9,lwflooring,EVP7HA9,lwflooring-EVP7HA9,23586.80324,10000,122.64,,,,
anise82,Vinyl Anise Riverside EVP7AN9,lwflooring,EVP7AN9,lwflooring-EVP7AN9,22679.6185,10000,122.64,,,,
lyndhurst80,Hardwood Lyndhurst Vintage Elegance EUROPEAN WHITE OAK VEWO15C7,lwflooring,VEWO15C7,lwflooring-VEWO15C7,27215.5422,10000,251.52,,,,
drayton78,Hardwood Drayton Vintage Elegance EUROPEAN WHITE OAK VEWO15D7,lwflooring,VEWO15D7,lwflooring-VEWO15D7,27215.5422,10000,251.52,,,,
rosemont71,Hardwood Rosemont Vintage Element RUSTIC WHITE OAK VEWO15R7,lwflooring,VEWO15R7,lwflooring-VEWO15R7,27215.5422,10000,251.52,,,,
kingsley70,Hardwood Kingsley Vintage Elegance RUSTIC WHITE OAK VEWO15K7,lwflooring,VEWO15K7,lwflooring-VEWO15K7,27215.5422,10000,251.52,,,,
durango68,Hardwood Durango Traditions Elm HSE14D5,lwflooring,HSE14D5,lwflooring-HSE14D5,14514.95584,10000,96.12,,,,
moonshine58,Hardwood Moonshine Traditions BIRCH HSB10M5,lwflooring,HSB10M5,lwflooring-HSB10M5,14514.95584,10000,91.51,,,,
honey57,Hardwood Honey Traditions BIRCH HSB10H5,lwflooring,HSB10H5,lwflooring-HSB10H5,14514.95584,10000,101.35,,,,
coffee56,Hardwood Coffee Traditions BIRCH HSB10C5,lwflooring,HSB10C5,lwflooring-HSB10C5,14514.95584,10000,101.35,,,,
brown-sugar55,Hardwood Brown-Sugar Traditions Birch HSB10BS5,lwflooring,HSB10BS5,lwflooring-HSB10BS5,14514.95584,10000,101.35,,,,
black-walnut52,Hardwood Black-Walnut Traditions ACACIA HSAC12BW5,lwflooring,HSAC12BW5,lwflooring-HSAC12BW5,14514.95584,10000,148.54,,,,
twilight51,Hardwood Twilight Traditions ACACIA HSAC10T5,lwflooring,HSAC10T5,lwflooring-HSAC10T5,21772.43376,10000,144.35,,,,
moonlight49,Hardwood Moonlight Traditions ACACIA HSAC10M5,lwflooring,HSAC10M5,lwflooring-HSAC10M5,21772.43376,10000,144.35,,,,
dawn47,Hardwood Dawn Traditions ACACIA HSAC10D5,lwflooring,HSAC10D5,lwflooring-HSAC10D5,21772.43376,10000,144.35,,,,
huckleberry44,Hardwood Huckleberry Traditions AMERICAN HICKORY HSAH10H5,lwflooring,HSAH10H5,lwflooring-HSAH10H5,14514.95584,10000,111.19,,,,
cider42,Hardwood Cider Traditions AMERICAN HICKORY HSAH10CI5,lwflooring,HSAH10CI5,lwflooring-HSAH10CI5,14514.95584,10000,111.19,,,,
autumn-brown-3-5-737,Hardwood Autumn-Brown-3-5-7 HSAH10AB357,lwflooring,HSAH10AB357,lwflooring-HSAH10AB357,21772.43376,9993,123.73,,,,
mocha36,Hardwood Mocha Traditions AMERICAN HICKORY HSAH10M5,lwflooring,HSAH10M5,lwflooring-HSAH10M5,22679.6185,10000,111.19,,,,
toffee35,Hardwood Toffee Traditions AMERICAN HICKORY HSAH10T5,lwflooring,HSAH10T5,lwflooring-HSAH10T5,14514.95584,10000,111.19,,,,
java34,Hardwood Java Traditions AMERICAN HICKORY HSAH10J5,lwflooring,HSAH10J5,lwflooring-HSAH10J5,14514.95584,10000,111.19,,,,
chestnut33,Hardwood Chestnut Traditions AMERICAN HICKORY HSAH10C5,lwflooring,HSAH10C5,lwflooring-HSAH10C5,14514.95584,9999,111.19,,,,
bronze32,Hardwood Bronze Traditions AMERICAN HICKORY HSAH10B5,lwflooring,HSAH10B5,lwflooring-HSAH10B5,14514.95584,10000,111.19,,,,
port31,Hardwood Port Sonoma Valley AMERICAN WALNUT SVAW12P7,lwflooring,SVAW12P7,lwflooring-SVAW12P7,27215.5422,10000,165.98,,,,
pinot30,Hardwood Pinot Sonoma Valley HARD MAPLE SVHM12P7,lwflooring,SVHM12P7,lwflooring-SVHM12P7,24947.58035,10000,159.52,,,,
moscato29,Hardwood Moscato Sonoma Valley HARD MAPLE SVHM12M7,lwflooring,SVHM12M7,lwflooring-SVHM12M7,18143.6948,10000,198.94,,,,
zinfandel25,Zinfandel Sonoma Valley WHITE OAK SVWO12Z7,lwflooring,SVWO12Z7,lwflooring-SVWO12Z7,22679.6185,10000,170.52,,,,
vin-santo24,Hardwood Vin-Santo Sonoma Valley WHITE OAK SVWO12VS7,lwflooring,SVWO12VS7,lwflooring-SVWO12VS7,18143.6948,10000,170.52,,,,
